"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min","to be removed"
ALTURAS.A,20150101,2359,0.00,,36,7,,,0,0,,,35,34,,217,0.03,90.0,33.0,
ALTURAS.A,20150102,2359,0.00,,43,11,,,0,0,,,35,34,,215,0.03,91.0,37.0,
ALTURAS.A,20150103,2359,0.00,,51,16,,,0,0,,,34,34,,212,0.04,93.0,43.0,
ALTURAS.A,20150104,2359,0.00,,50,25,,,0,0,,,34,34,,134,0.03,93.0,51.0,
ALTURAS.A,20150105,2359,0.00,,57,26,,,0,0,,,34,34,,159,0.03,93.0,34.0,
ALTURAS.A,20150106,2359,0.00,,63,24,,,0,0,,,34,34,,218,0.05,94.0,32.0,
ALTURAS.A,20150107,2359,0.00,,61,25,,,0,0,,,34,34,,224,0.05,91.0,43.0,
ALTURAS.A,20150108,2359,0.00,,59,21,,,0,0,,,34,34,,217,0.04,96.0,44.0,
ALTURAS.A,20150109,2359,0.00,,48,25,,,0,0,,,35,34,,144,0.02,96.0,61.0,
ALTURAS.A,20150110,2359,0.00,,49,30,,,0,0,,,35,34,,113,0.02,95.0,67.0,
ALTURAS.A,20150111,2359,0.02,,50,23,,,0,0,,,36,35,,162,0.03,97.0,51.0,
ALTURAS.A,20150112,2359,0.07,,42,30,,,0,0,,,37,36,,82,0.01,97.0,83.0,
ALTURAS.A,20150113,2359,0.00,,43,22,,,0,0,,,38,36,,224,0.04,98.0,55.0,
ALTURAS.A,20150114,2359,0.00,,49,20,,,0,0,,,37,36,,214,0.05,93.0,45.0,
ALTURAS.A,20150115,2359,0.00,,46,26,,,0,0,,,36,36,,66,0.03,90.0,40.0,
ALTURAS.A,20150116,2359,0.01,,46,31,,,0,0,,,38,36,,54,0.02,96.0,49.0,
ALTURAS.A,20150117,2359,0.01,,53,31,,,0,0,,,40,37,,88,0.03,95.0,71.0,
ALTURAS.A,20150118,2359,0.09,,51,34,,,0,0,,,42,40,,78,0.03,93.0,69.0,
ALTURAS.A,20150119,2359,0.00,,47,25,,,0,0,,,41,39,,227,0.04,97.0,37.0,
ALTURAS.A,20150120,2359,0.00,,48,20,,,0,0,,,40,38,,244,0.05,95.0,43.0,
ALTURAS.A,20150121,2359,0.00,,49,18,,,0,0,,,38,37,,253,0.05,93.0,34.0,
ALTURAS.A,20150122,2359,0.00,,45,24,,,0,0,,,37,36,,139,0.03,88.0,38.0,
ALTURAS.A,20150123,2359,0.00,,53,21,,,0,0,,,37,36,,258,0.05,93.0,40.0,
ALTURAS.A,20150124,2359,0.00,,62,24,,,0,0,,,38,36,,258,0.05,95.0,36.0,
ALTURAS.A,20150125,2359,0.00,,65,24,,,0,0,,,39,36,,239,0.06,96.0,36.0,
ALTURAS.A,20150126,2359,0.00,,66,29,,,0,0,,,40,37,,248,0.07,90.0,30.0,
ALTURAS.A,20150127,2359,0.00,,49,29,,,0,0,,,40,38,,117,0.03,92.0,57.0,
ALTURAS.A,20150128,2359,0.00,,59,28,,,0,0,,,40,38,,277,0.06,97.0,31.0,
ALTURAS.A,20150129,2359,0.00,,56,22,,,0,0,,,40,38,,270,0.06,96.0,35.0,
ALTURAS.A,20150130,2359,0.00,,51,21,,,0,0,,,39,38,,281,0.07,95.0,40.0,
ALTURAS.A,20150131,2359,0.00,,53,16,,,0,0,,,39,37,,285,0.05,94.0,39.0,
ALTURAS.A,20150201,2359,0.02,,58,19,,,0,0,,,38,36,,201,0.05,91.0,29.0,
ALTURAS.A,20150202,2359,0.24,,52,34,,,0,0,,,40,38,,89,0.02,96.0,77.0,
ALTURAS.A,20150203,2359,0.02,,53,33,,,0,0,,,41,39,,96,0.02,95.0,68.0,
ALTURAS.A,20150204,2359,0.00,,57,28,,,0,0,,,41,39,,128,0.08,97.0,31.0,
ALTURAS.A,20150205,2359,0.00,,62,44,,,0,0,,,42,40,,256,0.20,46.0,21.0,
ALTURAS.A,20150206,2359,0.26,,55,40,,,0,0,,,42,41,,91,0.12,85.0,25.0,
ALTURAS.A,20150207,2359,0.03,,57,40,,,0,0,,,43,41,,316,0.10,83.0,36.0,
ALTURAS.A,20150208,2359,0.11,,55,37,,,0,0,,,43,41,,110,0.05,85.0,54.0,
ALTURAS.A,20150209,2359,0.06,,48,32,,,0,0,,,43,42,,180,0.05,89.0,61.0,
ALTURAS.A,20150210,2359,0.00,,51,23,,,0,0,,,42,40,,284,0.06,96.0,47.0,
ALTURAS.A,20150211,2359,0.00,,60,28,,,0,0,,,42,40,,271,0.08,92.0,37.0,
ALTURAS.A,20150212,2359,0.00,,62,28,,,0,0,,,43,41,,262,0.07,92.0,34.0,
ALTURAS.A,20150213,2359,0.00,,63,28,,,0,0,,,43,41,,234,0.06,94.0,49.0,
ALTURAS.A,20150214,2359,0.00,,62,30,,,0,0,,,44,42,,337,0.09,95.0,33.0,
ALTURAS.A,20150215,2359,0.00,,57,22,,,0,0,,,44,41,,289,0.07,92.0,24.0,
ALTURAS.A,20150216,2359,0.00,,59,21,,,0,0,,,42,40,,340,0.08,90.0,28.0,
ALTURAS.A,20150217,2359,0.00,,64,23,,,0,0,,,43,39,,352,0.09,90.0,25.0,
ALTURAS.A,20150218,2359,0.00,,65,23,,,0,0,,,43,40,,361,0.09,95.0,26.0,
ALTURAS.A,20150219,2359,0.00,,63,23,,,0,0,,,43,40,,350,0.09,95.0,24.0,
ALTURAS.A,20150220,2359,0.00,,54,20,,,0,0,,,43,40,,361,0.08,94.0,26.0,
ALTURAS.A,20150221,2359,0.00,,48,19,,,0,0,,,42,39,,386,0.10,92.0,23.0,
ALTURAS.A,20150222,2359,0.00,,42,25,,,0,0,,,41,39,,384,0.11,67.0,30.0,
ALTURAS.A,20150223,2359,0.00,,46,23,,,0,0,,,40,38,,397,0.12,51.0,12.0,
ALTURAS.A,20150224,2359,0.00,,59,12,,,0,0,,,39,37,,398,0.09,81.0,10.0,
ALTURAS.A,20150225,2359,0.00,,57,17,,,0,0,,,40,37,,371,0.09,79.0,24.0,
ALTURAS.A,20150226,2359,0.03,,49,24,,,0,0,,,41,38,,344,0.09,91.0,33.0,
ALTURAS.A,20150227,2359,0.12,,45,31,,,0,0,,,41,40,,209,0.04,97.0,71.0,
ALTURAS.A,20150228,2359,0.10,,38,29,,,0,0,,,41,39,,186,0.05,97.0,70.0,
ALTURAS.A,20150301,2359,0.00,,49,22,,,0,0,,,41,38,,411,0.08,90.0,37.0,
ALTURAS.A,20150302,2359,0.00,,47,22,,,0,0,,,41,38,,265,0.07,92.0,40.0,
ALTURAS.A,20150303,2359,0.00,,46,22,,,0,0,,,41,39,,425,0.09,81.0,32.0,
ALTURAS.A,20150304,2359,0.00,,56,13,,,0,0,,,41,38,,435,0.09,91.0,19.0,
ALTURAS.A,20150305,2359,0.00,,62,16,,,0,0,,,41,38,,430,0.11,91.0,12.0,
ALTURAS.A,20150306,2359,0.00,,67,19,,,0,0,,,42,38,,438,0.11,91.0,15.0,
ALTURAS.A,20150307,2359,0.00,,70,19,,,0,0,,,43,39,,448,0.11,90.0,9.0,
ALTURAS.A,20150308,2359,0.00,,67,18,,,0,0,,,44,39,,448,0.12,89.0,15.0,
ALTURAS.A,20150309,2359,0.00,,70,18,,,0,0,,,44,40,,463,0.12,90.0,10.0,
ALTURAS.A,20150310,2359,0.00,,66,20,,,0,0,,,43,40,,287,0.12,82.0,19.0,
ALTURAS.A,20150311,2359,0.01,,52,41,,,0,0,,,45,43,,129,0.06,91.0,41.0,
ALTURAS.A,20150312,2359,0.00,,62,26,,,0,0,,,47,42,,442,0.11,97.0,39.0,
ALTURAS.A,20150313,2359,0.00,,68,29,,,0,0,,,47,44,,393,0.16,94.0,26.0,
ALTURAS.A,20150314,2359,0.00,,67,45,,,0,0,,,48,46,,129,0.07,85.0,39.0,
ALTURAS.A,20150315,2359,0.00,,70,41,,,0,0,,,49,46,,361,0.26,76.0,18.0,
ALTURAS.A,20150316,2359,0.07,,60,40,,,0,0,,,48,46,,204,0.06,95.0,45.0,
ALTURAS.A,20150317,2359,0.00,,59,33,,,0,0,,,49,46,,375,0.11,97.0,33.0,
ALTURAS.A,20150318,2359,0.00,,60,22,,,0,0,,,48,45,,501,0.13,97.0,27.0,
ALTURAS.A,20150319,2359,0.00,,68,18,,,0,0,,,48,44,,485,0.15,95.0,15.0,
ALTURAS.A,20150320,2359,0.00,,62,23,,,0,0,,,47,44,,276,0.10,87.0,30.0,
ALTURAS.A,20150321,2359,0.00,,62,37,,,0,0,,,49,45,,469,0.14,71.0,17.0,
ALTURAS.A,20150322,2359,0.18,,56,28,,,0,0,,,49,46,,319,0.14,94.0,35.0,
ALTURAS.A,20150323,2359,0.10,,45,32,,,0,0,,,48,45,,237,0.07,92.0,54.0,
ALTURAS.A,20150324,2359,0.04,,49,33,,,0,0,,,46,45,,192,0.04,93.0,72.0,
ALTURAS.A,20150325,2359,0.00,,63,27,,,0,0,,,48,44,,489,0.13,97.0,40.0,
ALTURAS.A,20150326,2359,0.00,,73,30,,,0,0,,,53,45,,527,0.16,96.0,25.0,
ALTURAS.A,20150327,2359,0.00,,72,32,,,0,0,,,54,49,,535,0.19,92.0,27.0,
ALTURAS.A,20150328,2359,0.00,,63,30,,,0,0,,,53,49,,534,0.14,88.0,17.0,
ALTURAS.A,20150329,2359,0.00,,71,23,,,0,0,,,53,48,,550,0.15,93.0,17.0,
ALTURAS.A,20150330,2359,0.00,,74,29,,,0,0,,,53,49,,448,0.18,93.0,21.0,
ALTURAS.A,20150331,2359,0.00,,52,23,,,0,0,,,53,48,,271,0.08,87.0,46.0,
ALTURAS.A,20150401,2359,0.00,,50,16,,,0,0,,,49,44,,497,0.12,94.0,30.0,
ALTURAS.A,20150402,2359,0.00,,50,18,,,0,0,,,48,43,,572,0.13,95.0,19.0,
ALTURAS.A,20150403,2359,0.00,,58,18,,,0,0,,,47,40,,516,0.17,91.0,20.0,
ALTURAS.A,20150404,2359,0.00,,53,23,,,0,0,,,48,43,,459,0.14,90.0,25.0,
ALTURAS.A,20150405,2359,0.04,,45,26,,,0,0,,,47,44,,281,0.07,93.0,54.0,
ALTURAS.A,20150406,2359,0.00,,48,23,,,0,0,,,45,42,,507,0.16,85.0,34.0,
ALTURAS.A,20150407,2359,0.03,,44,28,,,0,0,,,45,42,,241,0.07,93.0,43.0,
ALTURAS.A,20150408,2359,0.06,,48,24,,,0,0,,,44,41,,251,0.05,96.0,48.0,
ALTURAS.A,20150409,2359,0.00,,60,18,,,0,0,,,46,41,,589,0.17,96.0,21.0,
ALTURAS.A,20150410,2359,0.00,,62,24,,,0,0,,,47,43,,576,0.19,88.0,25.0,
ALTURAS.A,20150411,2359,0.00,,57,29,,,0,0,,,48,45,,385,0.12,86.0,46.0,
ALTURAS.A,20150412,2359,0.00,,65,21,,,0,0,,,49,44,,603,0.16,95.0,18.0,
ALTURAS.A,20150413,2359,0.00,,68,25,,,0,0,,,50,45,,625,0.25,86.0,22.0,
ALTURAS.A,20150414,2359,0.12,,44,21,,,0,0,,,49,45,,422,0.11,96.0,34.0,
ALTURAS.A,20150415,2359,0.00,,53,18,,,0,0,,,47,43,,626,0.15,92.0,31.0,
ALTURAS.A,20150416,2359,0.00,,65,21,,,0,0,,,48,43,,635,0.18,81.0,17.0,
ALTURAS.A,20150417,2359,0.00,,73,23,,,0,0,,,50,45,,636,0.19,85.0,17.0,
ALTURAS.A,20150418,2359,0.00,,69,31,,,0,0,,,51,47,,591,0.21,78.0,24.0,
ALTURAS.A,20150419,2359,0.00,,73,26,,,0,0,,,53,48,,634,0.19,82.0,15.0,
ALTURAS.A,20150420,2359,0.00,,76,29,,,0,0,,,53,48,,606,0.19,82.0,16.0,
ALTURAS.A,20150421,2359,0.00,,72,30,,,0,0,,,53,49,,421,0.14,86.0,22.0,
ALTURAS.A,20150422,2359,0.00,,65,33,,,0,0,,,58,49,,563,0.18,88.0,26.0,
ALTURAS.A,20150423,2359,0.07,,65,23,,,0,0,,,55,50,,574,0.18,92.0,25.0,
ALTURAS.A,20150424,2359,0.12,,48,32,,,0,0,,,53,51,,371,0.10,96.0,55.0,
ALTURAS.A,20150425,2359,0.17,,52,30,,,0,0,,,52,48,,407,0.11,97.0,37.0,
ALTURAS.A,20150426,2359,0.00,,62,27,,,0,0,,,53,47,,645,0.17,92.0,34.0,
ALTURAS.A,20150427,2359,0.00,,73,35,,,0,0,,,55,50,,653,0.20,83.0,28.0,
ALTURAS.A,20150428,2359,0.00,,73,34,,,0,0,,,56,52,,647,0.23,90.0,30.0,
ALTURAS.A,20150429,2359,0.00,,68,39,,,0,0,,,58,53,,605,0.21,91.0,31.0,
ALTURAS.A,20150430,2359,0.00,,69,29,,,0,0,,,57,52,,658,0.23,71.0,20.0,
ALTURAS.A,20150501,2359,0.00,,78,25,,,0,0,,,57,51,,622,0.20,82.0,22.0,
ALTURAS.A,20150502,2359,0.00,,74,35,,,0,0,,,58,54,,633,0.22,85.0,29.0,
ALTURAS.A,20150503,2359,0.00,,73,34,,,0,0,,,58,54,,622,0.21,90.0,27.0,
ALTURAS.A,20150504,2359,0.00,,71,35,,,0,0,,,59,54,,645,0.22,89.0,29.0,
ALTURAS.A,20150505,2359,0.00,,66,33,,,0,0,,,58,54,,631,0.21,89.0,23.0,
ALTURAS.A,20150506,2359,0.00,,56,33,,,0,0,,,57,54,,655,0.22,70.0,22.0,
ALTURAS.A,20150507,2359,0.00,,58,28,,,0,0,,,56,52,,580,0.20,82.0,30.0,
ALTURAS.A,20150508,2359,0.00,,67,36,,,0,0,,,56,52,,542,0.20,79.0,30.0,
ALTURAS.A,20150509,2359,0.00,,68,28,,,0,0,,,57,52,,696,0.23,71.0,16.0,
ALTURAS.A,20150510,2359,0.00,,72,28,,,0,0,,,57,52,,582,0.20,80.0,22.0,
ALTURAS.A,20150511,2359,0.09,,64,38,,,0,0,,,56,54,,350,0.11,92.0,36.0,
ALTURAS.A,20150512,2359,0.02,,49,31,,,0,0,,,55,52,,289,0.06,93.0,70.0,
ALTURAS.A,20150513,2359,0.16,,58,28,,,0,0,,,54,50,,564,0.16,97.0,42.0,
ALTURAS.A,20150514,2359,0.00,,57,33,,,0,0,,,55,51,,563,0.16,96.0,40.0,
ALTURAS.A,20150515,2359,0.95,,45,41,,,0,0,,,54,51,,90,0.01,94.0,85.0,
ALTURAS.A,20150516,2359,0.00,,62,40,,,0,0,,,54,51,,491,0.13,87.0,46.0,
ALTURAS.A,20150517,2359,0.18,,61,42,,,0,0,,,55,52,,387,0.11,95.0,50.0,
ALTURAS.A,20150518,2359,0.03,,58,44,,,0,0,,,55,53,,342,0.09,93.0,67.0,
ALTURAS.A,20150519,2359,0.39,,56,46,,,0,0,,,55,54,,251,0.06,94.0,72.0,
ALTURAS.A,20150520,2359,0.82,,64,46,,,0,0,,,58,54,,493,0.15,96.0,56.0,
ALTURAS.A,20150521,2359,0.47,,65,37,,,0,0,,,59,55,,666,0.20,97.0,41.0,
ALTURAS.A,20150522,2359,0.17,,60,46,,,0,0,,,59,56,,325,0.09,92.0,72.0,
ALTURAS.A,20150523,2359,0.16,,61,44,,,0,0,,,58,56,,304,0.07,94.0,67.0,
ALTURAS.A,20150524,2359,0.00,,71,48,,,0,0,,,61,56,,641,0.20,95.0,45.0,
ALTURAS.A,20150525,2359,0.07,,69,46,,,0,0,,,61,58,,486,0.15,94.0,60.0,
ALTURAS.A,20150526,2359,0.00,,72,40,,,0,0,,,61,57,,601,0.19,96.0,45.0,
ALTURAS.A,20150527,2359,0.00,,75,43,,,0,0,,,63,58,,709,0.23,90.0,32.0,
ALTURAS.A,20150528,2359,0.00,,77,41,,,0,0,,,63,59,,666,0.22,93.0,28.0,
ALTURAS.A,20150529,2359,0.00,,81,44,,,0,0,,,63,59,,632,0.24,94.0,30.0,
ALTURAS.A,20150530,2359,0.00,,79,46,,,0,0,,,64,60,,553,0.20,92.0,26.0,
ALTURAS.A,20150531,2359,0.07,,73,41,,,,,,,62,58,,601,,,,
ALTURAS.A,20150601,2359,0.06,,69,39,,,0,0,,,62,59,,541,0.17,,,
ALTURAS.A,20150602,2359,0.01,,68,48,,,0,0,,,62,59,,606,0.20,95.0,31.0,
ALTURAS.A,20150603,2359,0.02,,69,43,,,0,0,,,63,59,,656,0.21,91.0,36.0,
ALTURAS.A,20150604,2359,0.00,,71,41,,,0,0,,,62,60,,350,0.11,95.0,50.0,
ALTURAS.A,20150605,2359,0.00,,75,46,,,0,0,,,63,59,,643,0.23,89.0,35.0,
ALTURAS.A,20150606,2359,0.00,,79,40,,,0,0,,,64,59,,727,0.26,95.0,32.0,
ALTURAS.A,20150607,2359,0.00,,84,42,,,0,0,,,65,60,,723,0.25,89.0,29.0,
ALTURAS.A,20150608,2359,0.00,,89,48,,,0,0,,,66,61,,690,0.25,92.0,26.0,
ALTURAS.A,20150609,2359,0.77,,86,54,,,0,0,,,66,62,,466,0.16,95.0,35.0,
ALTURAS.A,20150610,2359,0.02,,79,51,,,0,0,,,65,62,,552,0.19,96.0,39.0,
ALTURAS.A,20150611,2359,0.00,,82,42,,,0,0,,,64,61,,753,0.26,94.0,23.0,
ALTURAS.A,20150612,2359,0.00,,85,45,,,0,0,,,65,61,,750,0.26,85.0,23.0,
ALTURAS.A,20150613,2359,0.00,,82,44,,,0,0,,,65,61,,741,0.25,80.0,25.0,
ALTURAS.A,20150614,2359,0.00,,86,41,,,0,0,,,65,60,,733,0.26,73.0,23.0,
ALTURAS.A,20150615,2359,0.00,,82,44,,,0,0,,,65,61,,703,0.26,91.0,22.0,
ALTURAS.A,20150616,2359,0.00,,83,43,,,0,0,,,65,61,,735,0.26,91.0,24.0,
ALTURAS.A,20150617,2359,0.00,,85,43,,,0,0,,,65,61,,738,0.26,90.0,21.0,
ALTURAS.A,20150618,2359,0.00,,84,43,,,0,0,,,65,61,,717,0.28,93.0,22.0,
ALTURAS.A,20150619,2359,0.00,,81,43,,,0,0,,,65,61,,740,0.26,89.0,21.0,
ALTURAS.A,20150620,2359,0.00,,82,40,,,0,0,,,64,60,,649,0.24,90.0,21.0,
ALTURAS.A,20150621,2359,0.00,,78,47,,,0,0,,,64,61,,668,0.28,82.0,18.0,
ALTURAS.A,20150622,2359,0.00,,81,37,,,0,0,,,64,60,,741,0.26,90.0,20.0,
ALTURAS.A,20150623,2359,0.00,,79,39,,,0,0,,,65,60,,740,0.25,93.0,18.0,
ALTURAS.A,20150624,2359,0.00,,89,43,,,0,0,,,65,60,,687,0.25,92.0,21.0,
ALTURAS.A,20150625,2359,0.00,,96,46,,,0,0,,,66,61,,720,0.27,85.0,18.0,
ALTURAS.A,20150626,2359,0.00,,80,41,,,0,0,,,67,62,,661,0.27,82.0,17.0,
ALTURAS.A,20150627,2359,0.00,,81,42,,,0,0,,,68,63,,630,0.26,78.0,19.0,
ALTURAS.A,20150628,2359,0.00,,86,56,,,0,0,,,67,65,,624,0.15,77.0,27.0,
ALTURAS.A,20150629,2359,0.00,,93,52,,,0,0,,,69,64,,698,0.29,71.0,14.0,
ALTURAS.A,20150630,2359,0.00,,80,42,,,0,0,,,69,64,,697,0.28,83.0,18.0,
ALTURAS.A,20150701,2359,0.00,,97,51,,,0,0,,,70,65,,637,0.28,91.0,18.0,
ALTURAS.A,20150702,2359,0.00,,99,54,,,0,0,,,70,65,,579,0.25,85.0,21.0,
ALTURAS.A,20150703,2359,0.01,,91,61,,,0,0,,,70,67,,673,0.16,73.0,27.0,
ALTURAS.A,20150704,2359,0.00,,93,53,,,0,0,,,70,66,,663,0.25,93.0,22.0,
ALTURAS.A,20150705,2359,0.01,,81,42,,,0,0,,,69,67,,653,0.15,94.0,30.0,
ALTURAS.A,20150706,2359,0.00,,83,41,,,NE,3,,,69,65,,595,0.22,96.0,30.0,
ALTURAS.A,20150707,2359,0.39,,84,53,,,0,0,,,68,65,,676,0.15,93.0,30.0,
ALTURAS.A,20150708,2359,0.00,,83,41,,,0,0,,,67,65,,475,0.17,97.0,46.0,
ALTURAS.A,20150709,2359,0.43,,79,49,,,0,0,,,66,64,,644,0.15,95.0,35.0,
ALTURAS.A,20150710,2359,0.00,,74,50,,,0,0,,,65,63,,511,0.17,95.0,50.0,
ALTURAS.A,20150711,2359,0.00,,74,51,,,0,0,,,65,63,,590,0.22,93.0,37.0,
ALTURAS.A,20150712,2359,0.01,,74,48,,,0,0,,,64,62,,417,0.15,96.0,46.0,
ALTURAS.A,20150713,2359,0.00,,78,42,,,0,0,,,65,61,,655,0.23,97.0,28.0,
ALTURAS.A,20150714,2359,0.00,,82,45,,,0,0,,,66,62,,709,0.25,92.0,23.0,
ALTURAS.A,20150715,2359,0.00,,86,45,,,0,0,,,66,62,,695,0.25,92.0,21.0,
ALTURAS.A,20150716,2359,0.00,,84,46,,,0,0,,,66,62,,699,0.26,87.0,22.0,
ALTURAS.A,20150717,2359,0.00,,84,44,,,0,0,,,66,62,,693,0.27,70.0,23.0,
ALTURAS.A,20150718,2359,0.00,,86,47,,,0,0,,,67,63,,689,0.25,83.0,22.0,
ALTURAS.A,20150719,2359,0.00,,88,45,,,0,0,,,67,63,,642,0.24,89.0,20.0,
ALTURAS.A,20150720,2359,0.00,,90,49,,,NW,3,,,68,63,,656,0.25,83.4,22.1,
ALTURAS.A,20150721,2359,0.20,,86,50,,,NE,5,,,67,64,,460,0.17,91.1,31.9,
ALTURAS.A,20150722,2359,0.04,,81,51,,,0,0,,,67,64,,539,0.21,95.0,26.0,
ALTURAS.A,20150723,2359,0.00,,81,41,,,0,0,,,66,62,,686,0.26,94.0,18.0,
ALTURAS.A,20150724,2359,0.00,,81,38,,,0,0,,,65,61,,695,0.24,88.0,16.0,
ALTURAS.A,20150725,2359,0.00,,81,38,,,0,0,,,66,61,,703,0.25,87.0,14.0,
ALTURAS.A,20150726,2359,0.00,,80,41,,,0,0,,,66,62,,622,0.23,90.0,23.0,
ALTURAS.A,20150727,2359,0.00,,74,37,,,0,0,,,65,62,,702,0.22,97.0,17.0,
ALTURAS.A,20150728,2359,0.00,,89,47,,,0,0,,,66,61,,704,0.24,79.0,16.0,
ALTURAS.A,20150729,2359,0.00,,87,47,,,0,0,,,70,66,,617,0.25,76.0,12.0,
ALTURAS.A,20150730,2359,0.00,,87,46,,,0,0,,,70,62,,608,0.25,73.0,13.0,
ALTURAS.A,20150731,2359,0.00,,87,45,,,0,0,,,71,64,,515,0.21,85.0,13.0,
ALTURAS.A,20150801,2359,0.00,,97,55,,,0,0,,,73,66,,564,0.24,78.0,14.0,
ALTURAS.A,20150802,2359,0.00,,85,58,,,W,4,,,72,69,,301,0.12,92.1,30.9,
ALTURAS.A,20150803,2359,0.00,,87,48,,,E,3,,,72,66,,636,0.23,97.0,18.6,
ALTURAS.A,20150804,2359,0.00,,88,42,,,0,0,,,72,66,,595,0.24,91.0,15.0,
ALTURAS.A,20150805,2359,0.00,,81,47,,,W,4,,,71,66,,524,0.20,86.2,24.2,
ALTURAS.A,20150806,2359,0.00,,87,40,,,NE,3,,,72,65,,604,0.22,90.5,14.7,
ALTURAS.A,20150807,2359,0.00,,79,48,,,0,0,,,70,66,,331,0.14,75.0,25.0,
ALTURAS.A,20150808,2359,0.00,,82,43,,,S,4,,,69,64,,545,0.21,,,
ALTURAS.A,20150809,2359,0.00,,86,40,,,0,0,,,71,64,,637,0.25,92.0,15.0,
ALTURAS.A,20150810,2359,0.00,,85,47,,,SE,7,,,71,65,,519,0.26,,,
ALTURAS.A,20150811,2359,0.00,,86,42,,,0,0,,,71,65,,628,0.25,82.0,14.0,
ALTURAS.A,20150812,2359,0.00,,87,40,,,0,0,,,72,65,,646,0.26,87.0,13.0,
ALTURAS.A,20150813,2359,0.00,,90,36,,,0,0,,,72,65,,647,0.28,88.0,11.0,
ALTURAS.A,20150814,2359,0.00,,81,44,,,0,0,,,71,65,,639,0.25,69.0,17.0,
ALTURAS.A,20150815,2359,0.00,,86,35,,,0,0,,,71,64,,636,0.22,90.0,11.0,
ALTURAS.A,20150816,2359,0.00,,92,38,,,0,0,,,72,64,,636,0.23,73.0,11.0,
ALTURAS.A,20150817,2359,0.00,,91,38,,,0,0,,,72,65,,601,0.23,66.0,11.0,
ALTURAS.A,20150818,2359,0.03,,94,40,,,0,0,,,72,65,,603,0.23,66.0,10.0,
ALTURAS.A,20150819,2359,0.02,,92,43,,,0,0,,,71,65,,486,0.20,74.0,14.0,
ALTURAS.A,20150820,2359,0.00,,89,42,,,0,0,,,71,65,,498,0.20,83.0,13.0,
ALTURAS.A,20150821,2359,0.00,,88,43,,,0,0,,,71,65,,552,0.22,85.0,15.0,
ALTURAS.A,20150822,2359,0.00,,90,41,,,0,0,,,72,65,,591,0.23,67.0,14.0,
ALTURAS.A,20150823,2359,0.00,,90,40,,,0,0,,,72,66,,550,0.22,86.0,13.0,
ALTURAS.A,20150824,2359,0.00,,90,45,,,0,0,,,73,66,,590,0.25,75.0,14.0,
ALTURAS.A,20150825,2359,0.00,,90,38,,,0,0,,,72,65,,578,0.24,82.0,12.0,
ALTURAS.A,20150826,2359,0.00,,89,37,,,0,0,,,72,65,,592,0.24,84.0,13.0,
ALTURAS.A,20150827,2359,0.00,,89,46,,,0,0,,,73,66,,560,0.23,74.0,15.0,
ALTURAS.A,20150828,2359,0.00,,87,42,,,0,0,,,71,66,,415,0.22,81.0,18.0,
ALTURAS.A,20150829,2359,0.00,,77,44,,,0,0,,,70,67,,445,0.21,74.0,22.0,
ALTURAS.A,20150830,2359,0.00,,76,40,,,0,0,,,70,64,,545,0.19,75.0,19.0,
ALTURAS.A,20150831,2359,0.00,,84,33,,,0,0,,,70,63,,578,0.20,94.0,14.0,
ALTURAS.A,20150901,2359,0.00,,84,36,,,0,0,,,70,64,,565,0.23,86.0,14.0,
ALTURAS.A,20150902,2359,0.00,,80,43,,,0,0,,,69,64,,535,0.23,73.0,23.0,
ALTURAS.A,20150903,2359,0.00,,71,36,,,0,0,,,69,64,,507,0.18,83.0,20.0,
ALTURAS.A,20150904,2359,0.00,,61,26,,,0,0,,,67,62,,387,0.11,90.0,35.0,
ALTURAS.A,20150905,2359,0.00,,64,31,,,0,0,,,64,59,,583,0.15,92.0,13.0,
ALTURAS.A,20150906,2359,0.00,,75,26,,,0,0,,,64,58,,544,0.17,93.0,12.0,
ALTURAS.A,20150907,2359,0.00,,81,32,,,0,0,,,66,58,,564,0.18,86.0,12.0,
ALTURAS.A,20150908,2359,0.00,,89,30,,,0,0,,,67,59,,560,0.19,80.0,8.0,
ALTURAS.A,20150909,2359,0.00,,91,34,,,0,0,,,67,60,,539,0.20,79.0,10.0,
ALTURAS.A,20150910,2359,0.00,,92,38,,,0,0,,,68,61,,510,0.19,67.0,13.0,
ALTURAS.A,20150911,2359,0.00,,96,42,,,0,0,,,69,62,,471,0.19,82.0,10.0,
ALTURAS.A,20150912,2359,0.00,,94,46,,,0,0,,,68,63,,364,0.16,71.0,12.0,
ALTURAS.A,20150913,2359,0.00,,86,48,,,0,0,,,68,63,,406,0.16,76.0,18.0,
ALTURAS.A,20150914,2359,0.00,,69,46,,,0,0,,,67,63,,99,0.04,89.0,44.0,
ALTURAS.A,20150915,2359,0.00,,76,34,,,0,0,,,62,58,,452,0.07,95.0,43.0,
ALTURAS.A,20150916,2359,0.10,,55,37,,,0,0,,,61,58,,151,0.04,91.0,51.0,
ALTURAS.A,20150917,2359,0.04,,63,36,,,0,0,,,61,57,,408,0.12,94.0,40.0,
ALTURAS.A,20150918,2359,0.00,,77,27,,,0,0,,,62,55,,512,0.15,97.0,16.0,
ALTURAS.A,20150919,2359,0.00,,83,31,,,0,0,,,63,56,,505,0.16,94.0,14.0,
ALTURAS.A,20150920,2359,0.00,,86,34,,,0,0,,,64,57,,499,0.17,93.0,12.0,
