"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min","to be removed"
DAVIS.A,20151106,2359,0.00,,69,46,,,,,,,63,61,,307,,,,
DAVIS.A,20151107,2359,0.00,,68,38,,,,,,,63,61,,298,0.08,94.0,39.0,
DAVIS.A,20151108,2359,0.04,,58,45,,,,,,,63,61,,122,0.02,97.0,80.0,
DAVIS.A,20151109,2359,0.11,,53,47,,,,,,,62,61,,85,0.01,96.0,80.0,
DAVIS.A,20151110,2359,0.00,,59,41,,,,,,,62,61,,291,0.07,94.0,57.0,
DAVIS.A,20151111,2359,0.00,,58,35,,,,,,,62,59,,292,0.07,97.0,59.0,
DAVIS.A,20151112,2359,0.00,,63,35,,,,,,,61,59,,291,0.08,96.0,46.0,
DAVIS.A,20151113,2359,0.00,,65,36,,,,,,,60,58,,280,0.07,97.0,46.0,
DAVIS.A,20151114,2359,0.00,,65,37,,,,,,,62,58,,275,0.07,98.0,56.0,
DAVIS.A,20151115,2359,0.11,,62,41,,,,,,,60,59,,243,0.09,97.0,40.0,
DAVIS.A,20151116,2359,0.00,,59,43,,,,,,,54,54,,322,0.13,68.0,27.0,
DAVIS.A,20151117,2359,0.00,,63,40,,,,,,,55,53,,265,0.07,86.0,42.0,
DAVIS.A,20151118,2359,0.00,,63,37,,,,,,,55,53,,255,0.06,93.0,56.0,
DAVIS.A,20151119,2359,0.00,,67,38,,,,,,,55,53,,262,0.06,97.0,52.0,
DAVIS.A,20151120,2359,0.00,,74,42,,,,,,,55,54,,265,0.09,95.0,42.0,
DAVIS.A,20151121,2359,0.00,,69,41,,,,,,,55,54,,248,0.08,97.0,34.0,
DAVIS.A,20151122,2359,0.00,,67,39,,,,,,,55,53,,239,0.06,87.0,50.0,
DAVIS.A,20151123,2359,0.00,,67,42,,,,,,,55,53,,237,0.06,88.0,51.0,
DAVIS.A,20151124,2359,0.01,,60,44,,,,,,,55,54,,139,0.05,89.0,37.0,
DAVIS.A,20151125,2359,0.00,,54,35,,,,,,,54,52,,256,0.07,87.0,40.0,
DAVIS.A,20151126,2359,0.00,,54,34,,,,,,,52,51,,258,0.12,74.0,31.0,
DAVIS.A,20151127,2359,0.00,,56,41,,,,,,,52,51,,263,0.14,43.0,23.0,
DAVIS.A,20151128,2359,0.00,,54,30,,,,,,,51,50,,263,0.09,49.0,24.0,
DAVIS.A,20151129,2359,0.00,,56,29,,,,,,,50,48,,259,0.07,56.0,25.0,
DAVIS.A,20151130,2359,0.03,,48,28,,,,,,,49,47,,106,0.04,66.0,51.0,
DAVIS.A,20151201,2359,0.00,,60,32,,,,,,,49,47,,228,0.06,80.0,38.0,
DAVIS.A,20151202,2359,0.00,,59,41,,,,,,,50,48,,118,0.04,79.0,47.0,
DAVIS.A,20151203,2359,0.15,,55,37,,,,,,,50,49,,82,0.02,94.0,60.0,
DAVIS.A,20151204,2359,0.00,,62,41,,,,,,,51,49,,220,0.05,97.0,54.0,
DAVIS.A,20151205,2359,0.00,,54,38,,,,,,,51,49,,135,0.02,98.0,67.0,
DAVIS.A,20151206,2359,0.02,,62,46,,,,,,,52,50,,109,0.03,98.0,64.0,
DAVIS.A,20151207,2359,0.00,,63,47,,,,,,,53,52,,111,0.02,100.0,76.0,
DAVIS.A,20151208,2359,0.01,,55,47,,,,,,,54,53,,48,0.00,100.0,100.0,
DAVIS.A,20151209,2359,0.00,,60,51,,,,,,,54,53,,75,0.01,100.0,88.0,
DAVIS.A,20151210,2359,0.20,,64,49,,,,,,,55,54,,205,0.06,100.0,51.0,
DAVIS.A,20151211,2359,0.01,,59,40,,,,,,,54,53,,208,0.05,90.0,48.0,
DAVIS.A,20151212,2359,0.00,,56,36,,,,,,,53,51,,144,0.03,97.0,61.0,
DAVIS.A,20151213,2359,0.47,,57,40,,,,,,,52,52,,118,0.04,93.0,50.0,
DAVIS.A,20151214,2359,0.00,,54,35,,,,,,,52,50,,237,0.08,77.0,38.0,
DAVIS.A,20151215,2359,0.00,,55,40,,,,,,,50,49,,239,0.10,70.0,37.0,
DAVIS.A,20151216,2359,0.00,,51,29,,,,,,,49,48,,227,0.04,93.0,51.0,
DAVIS.A,20151217,2359,0.00,,55,36,,,,,,,49,48,,174,0.04,94.0,55.0,
DAVIS.A,20151218,2359,0.09,,55,40,,,,,,,49,48,,119,0.04,92.0,55.0,
DAVIS.A,20151219,2359,0.03,,57,38,,,,,,,51,49,,157,0.03,100.0,68.0,
DAVIS.A,20151220,2359,0.22,,51,35,,,,,,,50,49,,67,0.01,100.0,76.0,
DAVIS.A,20151221,2359,0.19,,52,46,,,,,,,50,49,,40,0.00,100.0,95.0,
DAVIS.A,20151222,2359,0.00,,64,47,,,,,,,52,50,,146,0.05,100.0,63.0,
DAVIS.A,20151223,950,0.00,,59,39,,,,,,,49,47,,158,,,,
DAVIS.A,20151224,825,0.02,,55,36,,,,,,,48,46,,131,,,,
DAVIS.A,20151225,830,0.00,,50,31,,,,,,,48,46,,138,,,,
DAVIS.A,20151226,825,0.00,,52,33,,,,,,,48,46,,136,,,,
DAVIS.A,20151227,815,0.00,,46,27,,,,,,,48,46,,124,,,,
DAVIS.A,20151228,920,0.04,,49,30,,,,,,,48,46,,126,,,,
DAVIS.A,20151229,910,0.00,,53,33,,,,,,,48,46,,142,,,,
DAVIS.A,20151230,2359,0.00,,49,32,,,,,,,47,46,,137,0.03,95.0,68.0,
DAVIS.A,20151231,2359,0.00,,52,29,,,,,,,46,45,,238,0.07,90.0,36.0,
DAVIS.A,20160101,2359,0.00,,49,32,,,,,,,45,44,,190,0.09,70.0,34.0,
SNTACRUZ.A,20150101,2359,0.00,,55,29,,,0,0,,,48,46,,252,0.06,72.0,31.0,
SNTACRUZ.A,20150102,2359,0.00,,54,30,,,0,0,,,48,45,,245,0.06,87.0,52.0,
SNTACRUZ.A,20150103,2359,0.00,,59,32,,,0,0,,,48,46,,247,0.06,87.0,37.0,
SNTACRUZ.A,20150104,2359,0.00,,63,36,,,0,0,,,49,46,,201,0.05,87.0,47.0,
SNTACRUZ.A,20150105,2359,0.00,,75,40,,,0,0,,,50,47,,240,0.08,80.0,29.0,
SNTACRUZ.A,20150106,2359,0.00,,77,45,,,0,0,,,52,49,,256,0.09,70.0,27.0,
SNTACRUZ.A,20150107,2359,0.00,,80,44,,,0,0,,,53,50,,257,0.09,73.0,24.0,
SNTACRUZ.A,20150108,2359,0.00,,70,48,,,0,0,,,53,51,,150,0.04,86.0,48.0,
SNTACRUZ.A,20150109,2359,,,61,43,,,,,,,,,,165,,,,
SNTACRUZ.A,20150110,2359,0.00,,66,44,,,0,0,,,54,52,,236,0.07,91.0,38.0,
SNTACRUZ.A,20150111,2359,0.00,,62,42,,,0,0,,,54,52,,253,0.06,93.0,51.0,
SNTACRUZ.A,20150112,2359,0.00,,62,41,,,0,0,,,53,52,,239,0.06,94.0,68.0,
SNTACRUZ.A,20150113,2359,0.00,,66,41,,,0,0,,,53,51,,260,0.07,95.0,47.0,
SNTACRUZ.A,20150114,2359,0.00,,66,38,,,0,0,,,53,50,,262,0.07,87.0,48.0,
SNTACRUZ.A,20150115,2359,0.00,,67,40,,,0,0,,,53,51,,260,0.07,90.0,36.0,
SNTACRUZ.A,20150116,2359,0.00,,67,42,,,0,0,,,54,52,,234,0.06,90.0,61.0,
SNTACRUZ.A,20150117,2359,0.00,,71,46,,,0,0,,,55,53,,253,0.07,95.0,59.0,
SNTACRUZ.A,20150118,2359,0.00,,71,48,,,0,0,,,56,54,,257,0.07,95.0,62.0,
SNTACRUZ.A,20150119,2359,0.00,,65,46,,,0,0,,,56,55,,238,0.06,95.0,70.0,
SNTACRUZ.A,20150120,2359,0.00,,62,42,,,0,0,,,56,54,,260,0.07,92.0,65.0,
SNTACRUZ.A,20150121,2359,0.00,,63,39,,,0,0,,,55,52,,282,0.07,94.0,54.0,
SNTACRUZ.A,20150122,2359,0.00,,64,38,,,0,0,,,54,51,,240,0.06,84.0,47.0,
SNTACRUZ.A,20150123,2359,0.00,,65,40,,,0,0,,,53,51,,285,0.08,78.0,45.0,
SNTACRUZ.A,20150124,2359,0.00,,72,43,,,0,0,,,54,51,,291,0.09,83.0,35.0,
SNTACRUZ.A,20150125,2359,0.00,,82,46,,,0,0,,,55,52,,303,0.11,73.0,13.0,
SNTACRUZ.A,20150126,2359,0.00,,71,46,,,0,0,,,55,53,,170,0.07,69.0,27.0,
SNTACRUZ.A,20150127,2359,0.00,,67,50,,,0,0,,,56,54,,214,0.05,77.0,49.0,
SNTACRUZ.A,20150128,2359,0.00,,66,43,,,0,0,,,56,54,,269,0.08,90.0,44.0,
SNTACRUZ.A,20150129,2359,0.00,,71,41,,,0,0,,,56,53,,300,0.09,89.0,36.0,
SNTACRUZ.A,20150130,2359,0.00,,66,42,,,0,0,,,56,53,,299,0.08,95.0,63.0,
SNTACRUZ.A,20150131,2359,0.00,,68,44,,,0,0,,,56,54,,320,0.09,96.0,31.0,
SNTACRUZ.A,20150201,2359,0.00,,72,39,,,0,0,,,56,53,,282,0.09,79.0,31.0,
SNTACRUZ.A,20150202,2359,0.00,,73,42,,,0,0,,,56,53,,284,0.09,80.0,32.0,
SNTACRUZ.A,20150203,2359,0.00,,74,48,,,0,0,,,57,54,,279,0.09,89.0,32.0,
SNTACRUZ.A,20150204,2359,0.00,,59,45,,,0,0,,,57,54,,225,0.06,90.0,77.0,
SNTACRUZ.A,20150205,2359,0.00,,58,50,,,0,0,,,57,56,,150,0.04,90.0,75.0,
SNTACRUZ.A,20150206,2359,0.00,,61,54,,,0,0,,,57,56,,33,0.01,94.0,66.0,
SNTACRUZ.A,20150207,2359,0.00,,58,55,,,0,0,,,58,57,,39,0.01,96.0,94.0,
SNTACRUZ.A,20150208,2359,0.00,,59,54,,,0,0,,,58,57,,39,0.00,96.0,88.0,
SNTACRUZ.A,20150209,2359,0.00,,64,49,,,0,0,,,59,57,,335,0.09,95.0,68.0,
SNTACRUZ.A,20150210,2359,0.00,,69,43,,,0,0,,,59,56,,321,0.09,96.0,50.0,
SNTACRUZ.A,20150211,2359,0.00,,73,40,,,0,0,,,58,55,,316,0.10,89.0,39.0,
SNTACRUZ.A,20150212,2359,0.00,,77,48,,,0,0,,,59,56,,353,0.13,77.0,20.0,
SNTACRUZ.A,20150213,2359,0.00,,79,47,,,0,0,,,59,56,,359,0.12,84.0,26.0,
SNTACRUZ.A,20150214,2359,0.00,,80,47,,,0,0,,,60,57,,362,0.12,86.0,23.0,
SNTACRUZ.A,20150215,2359,0.00,,76,46,,,0,0,,,60,57,,362,0.12,89.0,28.0,
SNTACRUZ.A,20150216,2359,0.00,,63,45,,,0,0,,,60,57,,354,0.10,91.0,59.0,
SNTACRUZ.A,20150217,2359,0.00,,57,50,,,0,0,,,59,58,,83,0.02,94.0,76.0,
SNTACRUZ.A,20150218,2359,0.00,,65,48,,,0,0,,,60,58,,312,0.09,94.0,65.0,
SNTACRUZ.A,20150219,2359,0.00,,62,46,,,0,0,,,60,58,,267,0.07,95.0,72.0,
SNTACRUZ.A,20150220,2359,0.00,,69,47,,,0,0,,,61,58,,362,0.11,93.0,50.0,
SNTACRUZ.A,20150221,2359,0.00,,57,41,,,0,0,,,60,57,,229,0.06,92.0,77.0,
SNTACRUZ.A,20150222,2359,0.00,,65,45,,,0,0,,,60,57,,381,0.13,90.0,32.0,
SNTACRUZ.A,20150223,2359,0.00,,63,41,,,0,0,,,59,56,,390,0.13,59.0,22.0,
SNTACRUZ.A,20150224,2359,0.00,,63,35,,,0,0,,,58,54,,404,0.12,75.0,43.0,
SNTACRUZ.A,20150225,2359,0.00,,66,37,,,0,0,,,58,54,,401,0.12,90.0,36.0,
SNTACRUZ.A,20150226,2359,0.00,,71,41,,,0,0,,,58,55,,372,0.11,93.0,50.0,
SNTACRUZ.A,20150227,2359,0.00,,63,46,,,0,0,,,59,56,,371,0.11,89.0,54.0,
SNTACRUZ.A,20150228,2359,0.01,,56,41,,,0,0,,,58,56,,215,0.05,94.0,74.0,
SNTACRUZ.A,20150301,2359,0.00,,62,38,,,0,0,,,57,54,,416,0.12,95.0,49.0,
SNTACRUZ.A,20150302,2359,0.00,,58,39,,,0,0,,,57,54,,326,0.09,93.0,60.0,
SNTACRUZ.A,20150303,2359,0.00,,64,37,,,0,0,,,57,54,,416,0.12,93.0,55.0,
SNTACRUZ.A,20150304,2359,0.00,,67,39,,,0,0,,,58,54,,439,0.14,93.0,38.0,
SNTACRUZ.A,20150305,2359,0.00,,73,43,,,0,0,,,59,55,,457,0.15,76.0,25.0,
SNTACRUZ.A,20150306,2359,0.00,,75,41,,,0,0,,,60,56,,469,0.15,77.0,26.0,
SNTACRUZ.A,20150307,2359,0.00,,76,42,,,0,0,,,60,56,,459,0.16,84.0,27.0,
SNTACRUZ.A,20150308,2359,0.00,,70,41,,,0,0,,,60,57,,456,0.14,90.0,45.0,
SNTACRUZ.A,20150309,2359,0.00,,66,42,,,0,0,,,61,58,,454,0.13,95.0,59.0,
SNTACRUZ.A,20150310,2359,0.00,,73,42,,,0,0,,,61,59,,282,0.09,96.0,47.0,
SNTACRUZ.A,20150311,2359,0.00,,66,48,,,0,0,,,62,59,,316,0.10,95.0,56.0,
SNTACRUZ.A,20150312,2359,0.00,,73,45,,,0,0,,,62,58,,467,0.15,94.0,49.0,
SNTACRUZ.A,20150313,2359,0.00,,77,47,,,0,0,,,63,59,,376,0.14,89.0,31.0,
SNTACRUZ.A,20150314,2359,0.00,,86,51,,,0,0,,,65,61,,439,0.18,87.0,16.0,
SNTACRUZ.A,20150315,2359,0.00,,77,49,,,0,0,,,65,62,,418,0.15,86.0,20.0,
SNTACRUZ.A,20150316,2359,0.00,,70,47,,,0,0,,,64,61,,295,0.11,82.0,46.0,
SNTACRUZ.A,20150317,2359,0.00,,75,48,,,0,0,,,65,62,,477,0.16,82.0,35.0,
SNTACRUZ.A,20150318,2359,0.00,,72,42,,,0,0,,,65,61,,495,0.15,93.0,48.0,
SNTACRUZ.A,20150319,2359,0.00,,75,43,,,0,0,,,65,61,,506,0.16,93.0,40.0,
SNTACRUZ.A,20150320,2359,0.00,,72,44,,,0,0,,,64,61,,382,0.13,90.0,36.0,
SNTACRUZ.A,20150321,2359,0.00,,72,44,,,0,0,,,65,61,,456,0.15,90.0,56.0,
SNTACRUZ.A,20150322,2359,0.00,,64,50,,,0,0,,,64,62,,274,0.09,93.0,66.0,
SNTACRUZ.A,20150323,2359,0.00,,68,48,,,0,0,,,64,61,,425,0.14,95.0,42.0,
SNTACRUZ.A,20150324,2359,0.00,,70,43,,,0,0,,,64,60,,420,0.14,89.0,53.0,
SNTACRUZ.A,20150325,2359,0.00,,73,46,,,0,0,,,65,61,,517,0.17,94.0,44.0,
SNTACRUZ.A,20150326,2359,0.00,,82,47,,,0,0,,,67,62,,533,0.19,93.0,23.0,
SNTACRUZ.A,20150327,2359,0.00,,71,45,,,0,0,,,67,63,,536,0.16,95.0,50.0,
SNTACRUZ.A,20150328,2359,0.00,,81,43,,,0,0,,,67,63,,529,0.17,95.0,23.0,
SNTACRUZ.A,20150329,2359,0.00,,75,43,,,0,0,,,67,62,,550,0.18,92.0,33.0,
SNTACRUZ.A,20150330,2359,0.00,,73,43,,,0,0,,,67,63,,513,0.17,94.0,37.0,
SNTACRUZ.A,20150331,2359,0.00,,70,46,,,0,0,,,67,63,,526,0.19,90.0,27.0,
SNTACRUZ.A,20150401,2359,0.00,,67,40,,,0,0,,,66,62,,519,0.16,85.0,35.0,
SNTACRUZ.A,20150402,2359,0.00,,71,39,,,0,0,,,66,61,,565,0.18,90.0,21.0,
SNTACRUZ.A,20150403,2359,0.00,,75,39,,,0,0,,,67,61,,558,0.18,75.0,21.0,
SNTACRUZ.A,20150404,2359,0.00,,71,38,,,0,0,,,66,61,,538,0.17,82.0,26.0,
SNTACRUZ.A,20150405,2359,0.00,,60,38,,,0,0,,,65,61,,296,0.08,88.0,44.0,
SNTACRUZ.A,20150406,2359,0.00,,58,35,,,0,0,,,64,59,,498,0.14,91.0,47.0,
SNTACRUZ.A,20150407,2359,0.00,,58,41,,,0,0,,,63,58,,487,0.14,94.0,56.0,
SNTACRUZ.A,20150408,2359,0.00,,64,40,,,0,0,,,63,59,,470,0.13,94.0,50.0,
SNTACRUZ.A,20150409,2359,0.00,,68,41,,,0,0,,,64,59,,559,0.17,91.0,30.0,
SNTACRUZ.A,20150410,2359,0.00,,69,41,,,0,0,,,65,60,,575,0.17,92.0,32.0,
SNTACRUZ.A,20150411,2359,0.00,,74,41,,,0,0,,,66,61,,558,0.18,89.0,38.0,
SNTACRUZ.A,20150412,2359,0.00,,78,43,,,0,0,,,68,62,,594,0.19,94.0,33.0,
SNTACRUZ.A,20150413,2359,0.00,,66,45,,,0,0,,,67,63,,446,0.13,94.0,56.0,
SNTACRUZ.A,20150414,2359,0.00,,66,42,,,0,0,,,67,62,,614,0.19,77.0,18.0,
SNTACRUZ.A,20150415,2359,0.00,,74,40,,,0,0,,,68,62,,610,0.19,81.0,21.0,
SNTACRUZ.A,20150416,2359,0.00,,75,44,,,0,0,,,69,63,,618,0.21,77.0,16.0,
SNTACRUZ.A,20150417,2359,0.00,,79,44,,,0,0,,,70,64,,616,0.22,91.0,21.0,
SNTACRUZ.A,20150418,2359,0.00,,63,47,,,0,0,,,71,66,,601,0.17,93.0,61.0,
SNTACRUZ.A,20150419,2359,0.00,,62,48,,,0,0,,,70,67,,475,0.13,94.0,66.0,
SNTACRUZ.A,20150420,2359,0.00,,60,49,,,0,0,,,69,66,,365,0.10,93.0,70.0,
SNTACRUZ.A,20150421,2359,0.00,,57,50,,,0,0,,,68,65,,199,0.05,91.0,74.0,
SNTACRUZ.A,20150422,2359,0.00,,55,50,,,0,0,,,65,64,,199,0.05,93.0,79.0,
SNTACRUZ.A,20150423,2359,0.00,,56,46,,,0,0,,,65,63,,242,0.06,93.0,72.0,
SNTACRUZ.A,20150424,2359,0.00,,69,46,,,0,0,,,68,62,,599,0.20,93.0,26.0,
SNTACRUZ.A,20150425,2359,0.00,,65,50,,,0,0,,,68,64,,602,0.18,95.0,50.0,
SNTACRUZ.A,20150426,2359,0.00,,73,44,,,0,0,,,69,63,,630,0.19,88.0,37.0,
SNTACRUZ.A,20150427,2359,0.00,,77,45,,,0,0,,,71,65,,638,0.20,93.0,41.0,
SNTACRUZ.A,20150428,2359,0.00,,70,49,,,0,0,,,72,67,,584,0.17,94.0,54.0,
SNTACRUZ.A,20150429,2359,0.00,,71,46,,,0,0,,,72,67,,616,0.18,95.0,50.0,
SNTACRUZ.A,20150430,2359,0.00,,88,43,,,0,0,,,74,67,,649,0.23,94.0,22.0,
SNTACRUZ.A,20150501,2359,0.00,,60,50,,,0,0,,,73,69,,577,0.16,93.0,77.0,
SNTACRUZ.A,20150502,2359,0.00,,61,46,,,0,0,,,74,69,,627,0.17,92.0,70.0,
SNTACRUZ.A,20150503,2359,0.00,,58,47,,,0,0,,,72,69,,418,0.11,91.0,67.0,
SNTACRUZ.A,20150504,2359,0.00,,65,44,,,0,0,,,72,67,,553,0.16,89.0,57.0,
SNTACRUZ.A,20150505,2359,0.00,,68,42,,,0,0,,,73,67,,627,0.18,93.0,49.0,
SNTACRUZ.A,20150506,2359,0.00,,65,42,,,0,0,,,73,67,,616,0.18,92.0,51.0,
SNTACRUZ.A,20150507,2359,0.00,,56,42,,,0,0,,,71,67,,231,0.05,94.0,71.0,
SNTACRUZ.A,20150508,2359,0.00,,60,46,,,0,0,,,68,64,,439,0.12,94.0,67.0,
SNTACRUZ.A,20150509,2359,0.00,,63,50,,,0,0,,,69,65,,438,0.12,89.0,65.0,
SNTACRUZ.A,20150510,2359,0.00,,67,47,,,0,0,,,72,66,,593,0.17,93.0,56.0,
SNTACRUZ.A,20150511,2359,0.04,,62,46,,,0,0,,,73,71,,178,0.19,94.0,41.0,
SNTACRUZ.A,20150512,2359,0.00,,66,44,,,0,0,,,74,67,,663,0.21,85.0,33.0,
SNTACRUZ.A,20150513,2359,0.00,,60,44,,,0,0,,,74,68,,645,0.18,89.0,62.0,
SNTACRUZ.A,20150514,2359,0.00,,60,44,,,0,0,,,72,69,,453,0.13,93.0,60.0,
SNTACRUZ.A,20150515,2359,0.00,,71,42,,,0,0,,,74,67,,595,0.18,94.0,39.0,
SNTACRUZ.A,20150516,2359,0.00,,67,48,,,0,0,,,75,69,,558,0.17,86.0,55.0,
SNTACRUZ.A,20150517,2359,0.00,,68,46,,,0,0,,,73,69,,439,0.14,90.0,55.0,
SNTACRUZ.A,20150518,2359,0.00,,67,47,,,0,0,,,74,68,,500,0.15,86.0,50.0,
SNTACRUZ.A,20150519,2359,0.00,,68,48,,,0,0,,,74,69,,455,0.14,86.0,55.0,
SNTACRUZ.A,20150520,2359,0.00,,67,47,,,0,0,,,73,69,,382,0.11,89.0,55.0,
SNTACRUZ.A,20150521,2359,0.04,,60,47,,,0,0,,,72,68,,533,0.06,94.0,76.0,
SNTACRUZ.A,20150522,2359,0.00,,66,48,,,0,0,,,69,66,,320,0.09,94.0,62.0,
SNTACRUZ.A,20150523,2359,0.00,,65,48,,,0,0,,,73,66,,591,0.18,88.0,59.0,
SNTACRUZ.A,20150524,2359,0.00,,64,45,,,0,0,,,72,67,,449,0.12,92.0,63.0,
SNTACRUZ.A,20150525,2359,0.00,,65,51,,,0,0,,,74,68,,516,0.15,88.0,62.0,
SNTACRUZ.A,20150526,2359,0.01,,62,51,,,0,0,,,74,69,,507,0.14,92.0,68.0,
SNTACRUZ.A,20150527,2359,0.00,,67,48,,,0,0,,,76,70,,567,0.16,92.0,59.0,
SNTACRUZ.A,20150528,2359,0.00,,72,45,,,0,0,,,78,70,,618,0.19,94.0,53.0,
SNTACRUZ.A,20150529,2359,0.00,,72,50,,,0,0,,,78,71,,547,0.16,93.0,55.0,
SNTACRUZ.A,20150530,2359,0.00,,70,49,,,0,0,,,80,72,,637,0.19,95.0,55.0,
SNTACRUZ.A,20150531,2359,,,71,50,,,,,,,,,,604,,,,
SNTACRUZ.A,20150601,2359,0.00,,71,50,,,0,0,,,80,72,,664,0.18,,,
SNTACRUZ.A,20150602,2359,0.00,,77,48,,,0,0,,,82,73,,698,0.23,94.0,38.0,
SNTACRUZ.A,20150603,2359,0.00,,72,49,,,0,0,,,81,74,,562,0.17,90.0,50.0,
SNTACRUZ.A,20150604,2359,0.00,,64,49,,,0,0,,,78,73,,576,0.12,90.0,66.0,
SNTACRUZ.A,20150605,2359,0.00,,59,51,,,0,0,,,76,72,,238,0.05,93.0,79.0,
SNTACRUZ.A,20150606,2359,0.01,,62,52,,,0,0,,,75,70,,455,0.12,93.0,76.0,
SNTACRUZ.A,20150607,2359,0.00,,71,51,,,0,0,,,80,72,,633,0.19,93.0,61.0,
SNTACRUZ.A,20150608,2359,0.00,,85,50,,,0,0,,,83,74,,681,0.22,94.0,42.0,
SNTACRUZ.A,20150609,2359,0.02,,74,51,,,0,0,,,81,75,,359,0.11,95.0,58.0,
SNTACRUZ.A,20150610,2359,0.00,,80,56,,,0,0,,,78,74,,313,0.10,92.0,53.0,
SNTACRUZ.A,20150611,2359,0.00,,70,53,,,0,0,,,82,74,,626,0.19,94.0,68.0,
SNTACRUZ.A,20150612,2359,0.00,,67,52,,,0,0,,,84,76,,666,0.19,94.0,70.0,
SNTACRUZ.A,20150613,2359,0.00,,65,54,,,0,0,,,82,77,,533,0.15,94.0,73.0,
SNTACRUZ.A,20150614,2359,0.00,,70,51,,,0,0,,,83,76,,590,0.17,91.0,56.0,
SNTACRUZ.A,20150615,2359,0.00,,71,50,,,0,0,,,83,76,,599,0.18,94.0,55.0,
SNTACRUZ.A,20150616,2359,0.00,,74,49,,,0,0,,,84,76,,629,0.19,93.0,50.0,
SNTACRUZ.A,20150617,2359,0.00,,71,50,,,0,0,,,84,76,,656,0.19,94.0,51.0,
SNTACRUZ.A,20150618,2359,0.00,,73,49,,,0,0,,,85,77,,635,0.19,95.0,50.0,
SNTACRUZ.A,20150619,2359,0.00,,78,45,,,0,0,,,85,76,,712,0.22,93.0,29.0,
SNTACRUZ.A,20150620,2359,0.00,,78,49,,,0,0,,,86,77,,697,0.22,92.0,40.0,
SNTACRUZ.A,20150621,2359,0.00,,75,50,,,0,0,,,86,78,,636,0.19,94.0,43.0,
SNTACRUZ.A,20150622,2359,0.00,,77,45,,,0,0,,,86,77,,704,0.22,94.0,32.0,
SNTACRUZ.A,20150623,2359,0.00,,73,47,,,0,0,,,85,77,,624,0.19,93.0,52.0,
SNTACRUZ.A,20150624,2359,0.00,,73,48,,,0,0,,,86,77,,667,0.20,93.0,50.0,
SNTACRUZ.A,20150625,2359,0.01,,73,51,,,0,0,,,87,78,,689,0.21,93.0,49.0,
SNTACRUZ.A,20150626,2359,0.00,,64,52,,,0,0,,,85,78,,575,0.18,95.0,75.0,
SNTACRUZ.A,20150627,2359,0.00,,66,56,,,0,0,,,83,79,,460,0.13,91.0,74.0,
SNTACRUZ.A,20150628,2359,0.00,,73,55,,,0,0,,,86,78,,621,0.19,94.0,59.0,
SNTACRUZ.A,20150629,2359,0.00,,80,54,,,0,0,,,88,79,,672,0.22,93.0,46.0,
SNTACRUZ.A,20150630,2359,0.00,,75,51,,,0,0,,,88,80,,656,0.22,92.0,41.0,
SNTACRUZ.A,20150701,2359,0.00,,81,53,,,0,0,,,87,80,,490,0.15,94.0,51.0,
SNTACRUZ.A,20150702,2359,0.00,,72,55,,,0,0,,,85,80,,402,0.11,94.0,64.0,
SNTACRUZ.A,20150703,2359,0.00,,72,56,,,0,0,,,87,79,,608,0.18,95.0,65.0,
SNTACRUZ.A,20150704,2359,0.00,,68,55,,,0,0,,,88,80,,596,0.18,94.0,71.0,
SNTACRUZ.A,20150705,2359,0.04,,68,56,,,0,0,,,86,80,,444,0.12,94.0,70.0,
SNTACRUZ.A,20150706,2359,0.00,,76,56,,,E,2,,,86,78,,602,0.18,90.7,54.6,
SNTACRUZ.A,20150707,2359,0.00,,78,53,,,0,0,,,88,79,,667,0.21,94.0,49.0,
SNTACRUZ.A,20150708,2359,0.00,,72,53,,,0,0,,,85,80,,380,0.11,92.0,56.0,
SNTACRUZ.A,20150709,2359,0.00,,69,56,,,0,0,,,82,78,,571,0.12,87.0,65.0,
SNTACRUZ.A,20150710,2359,0.01,,71,56,,,0,0,,,81,77,,366,0.11,87.0,58.0,
SNTACRUZ.A,20150711,2359,0.00,,77,53,,,0,0,,,85,76,,641,0.20,91.0,45.0,
SNTACRUZ.A,20150712,2359,0.00,,78,55,,,0,0,,,87,78,,617,0.20,87.0,45.0,
SNTACRUZ.A,20150713,2359,0.00,,83,54,,,0,0,,,88,79,,637,0.21,89.0,41.0,
SNTACRUZ.A,20150714,2359,0.00,,79,52,,,0,0,,,89,80,,676,0.21,93.0,47.0,
SNTACRUZ.A,20150715,2359,0.00,,66,57,,,0,0,,,86,81,,369,0.10,89.0,71.0,
SNTACRUZ.A,20150716,2359,0.00,,67,56,,,0,0,,,84,78,,524,0.15,92.0,71.0,
SNTACRUZ.A,20150717,2359,0.00,,67,55,,,0,0,,,86,79,,578,0.16,92.0,70.0,
SNTACRUZ.A,20150718,2359,0.00,,72,56,,,0,0,,,87,79,,587,0.18,92.0,55.0,
SNTACRUZ.A,20150719,2359,0.00,,81,57,,,0,0,,,85,80,,382,0.12,84.0,45.0,
SNTACRUZ.A,20150720,2359,0.00,,91,60,,,NW,3,,,90,80,,613,0.22,89.5,39.7,
SNTACRUZ.A,20150721,2359,0.01,,77,58,,,SW,2,,,89,82,,577,0.18,92.1,55.0,
SNTACRUZ.A,20150722,2359,0.00,,76,54,,,0,0,,,88,81,,577,0.18,91.0,50.0,
